date,price
2023-04-24,817.2403859917653
2023-04-25,815.920525493755
2023-04-26,800.5570770186499
2023-04-27,849.8467058253599
2023-04-28,837.9011894089032
2023-04-29,814.8014510370592
2023-04-30,838.7684428924258
2023-05-01,849.7623931248365
2023-05-02,821.325419302653
2023-05-03,809.4927273327891
2023-05-04,833.2487607199948
2023-05-05,813.7910942034349
2023-05-06,818.7343039824855
2023-05-07,828.6750314052036
2023-05-08,835.247665915933
2023-05-09,818.767178357541
2023-05-10,802.5198107156815
2023-05-11,831.884117192855
2023-05-12,832.3343460800227
2023-05-13,847.79868720486
2023-05-14,832.2405834650416
2023-05-15,807.6478858079888
2023-05-16,829.6772187737101
2023-05-17,845.411060640852
2023-05-18,800.1258624844797
2023-05-19,832.274502929123
2023-05-20,833.7754635838355
2023-05-21,835.0605209883911
2023-05-22,828.9540335194577
2023-05-23,825.510254475242
2023-05-24,842.2754624105864
2023-05-25,809.8210711261177
2023-05-26,849.4379750455009
2023-05-27,829.963521226508
2023-05-28,809.4761253747789
2023-05-29,808.7915626895996
2023-05-30,820.3227173310792
2023-05-31,829.4975178517021
2023-06-01,811.6741431112413
2023-06-02,819.0211413852403
2023-06-03,820.7469572189943
2023-06-04,825.3335956703976
2023-06-05,841.5511340564008
2023-06-06,849.0368794904058
2023-06-07,831.06447306322
2023-06-08,839.1344750014493
2023-06-09,845.4434156565923
2023-06-10,805.4109193662841
2023-06-11,821.1383363885659
2023-06-12,804.4097509126796
2023-06-13,811.7387251772675
2023-06-14,847.8510031570595
2023-06-15,829.7220869656841
2023-06-16,811.4812081637448
2023-06-17,824.439929383356
2023-06-18,815.3393872691539
2023-06-19,848.6241043017753
2023-06-20,826.194479029835
2023-06-21,825.1922898463747
2023-06-22,803.3218158799363
2023-06-23,819.5257873230994
2023-06-24,817.1157142578284
2023-06-25,825.1326294588871
2023-06-26,824.2413406357927
2023-06-27,806.2677437524893
2023-06-28,828.1271751999639
2023-06-29,836.0262287351029
2023-06-30,815.4225508835702
2023-07-01,819.0925624834845
2023-07-02,844.6645461502417
2023-07-03,827.8348545413711
2023-07-04,804.7665004907105
2023-07-05,849.5996648918275
2023-07-06,821.2257111058732
2023-07-07,808.0292352663002
2023-07-08,836.2043887892988
2023-07-09,807.7838423752357
2023-07-10,814.8756633496396
2023-07-11,818.0597193145064
2023-07-12,810.4838612432557
2023-07-13,830.4609388883991
2023-07-14,801.5109446022576
2023-07-15,801.115651896729
2023-07-16,843.6960754277576
2023-07-17,820.6795976692282
2023-07-18,825.7748745154759
2023-07-19,800.9146843377242
2023-07-20,800.9276862062185
2023-07-21,807.7245713387107
2023-07-22,802.5671547501676
2023-07-23,844.6117960658394
2023-07-24,823.5508224676046
2023-07-25,849.5360089093109
2023-07-26,818.8227799546723
2023-07-27,826.518825627869
2023-07-28,843.6541463967783
2023-07-29,849.722463525398
2023-07-30,824.8094240358473
2023-07-31,826.9123928523073
2023-08-01,849.3263199236591
2023-08-02,831.4652604118694
2023-08-03,835.42889790455
2023-08-04,804.9269751262565
2023-08-05,820.2670122646592
2023-08-06,809.1477267072088
2023-08-07,838.9742614915295
2023-08-08,839.0870145636237
2023-08-09,831.5432081915357
2023-08-10,833.7824279446284
2023-08-11,836.9543200831946
2023-08-12,807.8341354701678
2023-08-13,810.7941922155521
2023-08-14,842.8669946709274
2023-08-15,829.0397324839649
2023-08-16,819.1609570172802
2023-08-17,833.2639004788401
2023-08-18,834.9692554513016
2023-08-19,819.5342236520185
2023-08-20,827.26258184873
2023-08-21,841.7917597902365
2023-08-22,841.0431001602593
2023-08-23,806.8788201969636
2023-08-24,835.356261483239
2023-08-25,801.4093020990888
2023-08-26,829.9399247296491
2023-08-27,812.5979605314224
2023-08-28,815.6637305444347
2023-08-29,814.172575293445
2023-08-30,828.4731116723368
2023-08-31,819.4049736402261
2023-09-01,828.7995197858768
2023-09-02,802.5942352055246
2023-09-03,810.1716151019551
2023-09-04,845.3726368279963
2023-09-05,809.3741327149734
2023-09-06,840.9243610345903
2023-09-07,819.5896571084858
2023-09-08,839.1853860297175
2023-09-09,840.9924528650982
2023-09-10,800.7799619373776
2023-09-11,847.3083937906579
2023-09-12,805.1836414776822
2023-09-13,829.0093473580849
2023-09-14,808.4184415188374
2023-09-15,838.448308569985
2023-09-16,826.3070881078402
2023-09-17,827.075231127559
2023-09-18,810.1661702012349
2023-09-19,818.1213181204852
2023-09-20,805.1532103222755
2023-09-21,822.9355692781684
2023-09-22,844.7992749968114
2023-09-23,812.5806252996667
2023-09-24,803.4172157152707
2023-09-25,848.3869127039709
2023-09-26,843.9982761732493
2023-09-27,812.4474964730549
2023-09-28,810.6767423895691
2023-09-29,845.8101029063762
2023-09-30,817.7606860844485
2023-10-01,830.9818370953619
2023-10-02,816.3841814699836
2023-10-03,846.465464886402
2023-10-04,816.8045016516431
2023-10-05,811.0319758171232
2023-10-06,845.9633791318493
2023-10-07,806.1939480458227
2023-10-08,826.028995671771
2023-10-09,824.5753792291315
2023-10-10,807.709843963677
2023-10-11,804.6701668958132
2023-10-12,808.8646861696715
2023-10-13,834.437496403533
2023-10-14,848.1189414001049
2023-10-15,809.8515044685312
2023-10-16,801.1622791155693
2023-10-17,822.9700629797092
2023-10-18,839.4387795190245
2023-10-19,809.8103749742196
2023-10-20,803.3472544281822
2023-10-21,822.7931835361388
2023-10-22,801.1532485311878
2023-10-23,806.4590756216483
2023-10-24,836.8154445591671
2023-10-25,847.522866353264
2023-10-26,840.7283123615241
2023-10-27,800.9097950132725
2023-10-28,800.1024596305891
2023-10-29,812.2450555480939
2023-10-30,808.0393862683331
2023-10-31,817.2038037817242
2023-11-01,803.6424441621725
2023-11-02,800.7976304918327
2023-11-03,819.0912689945504
2023-11-04,808.722051701276
2023-11-05,805.233396184765
2023-11-06,809.438907749246
2023-11-07,819.7608537082365
2023-11-08,820.1181111088414
2023-11-09,816.2174907810431
2023-11-10,841.4393099105267
2023-11-11,802.7773890753604
2023-11-12,809.2233625822539
2023-11-13,834.6620291390735
2023-11-14,815.2927658503345
2023-11-15,806.8023416345856
2023-11-16,806.803803676433
2023-11-17,848.904805313678
2023-11-18,810.5988081200447
2023-11-19,801.0254207265126
2023-11-20,804.3049455101344
2023-11-21,811.969616726339
2023-11-22,802.6552056217605
2023-11-23,829.7078000893536
2023-11-24,844.1878736743504
2023-11-25,808.0004668473655
2023-11-26,805.6767811788776
2023-11-27,831.956314101466
2023-11-28,813.8563595061698
2023-11-29,842.8421614783973
2023-11-30,804.8657247175607
2023-12-01,849.7417881236931
2023-12-02,846.4731608120265
2023-12-03,843.796048620386
2023-12-04,821.5555170149379
2023-12-05,829.3797831886936
2023-12-06,841.2545880453412
2023-12-07,845.3433668379547
2023-12-08,848.4764687672966
2023-12-09,847.8781341391957
2023-12-10,830.573301535268
2023-12-11,814.7733796698067
2023-12-12,822.2609309243549
2023-12-13,817.616707073783
2023-12-14,818.6811663717
2023-12-15,833.9930990845897
2023-12-16,848.633284115036
2023-12-17,849.5217436522908
2023-12-18,809.9222831232678
2023-12-19,819.0529086801338
2023-12-20,840.594780179724
2023-12-21,829.9834785882579
2023-12-22,809.5173899172569
2023-12-23,827.2542355666454
2023-12-24,821.9129953706048
2023-12-25,827.3984720241099
2023-12-26,815.1540281183761
2023-12-27,805.5817564661797
2023-12-28,826.1558368355546
2023-12-29,827.0011237457503
2023-12-30,802.5475846398344
2023-12-31,847.0475683524139
2024-01-01,807.6877314176579
2024-01-02,816.7915279686263
2024-01-03,846.190770666664
2024-01-04,828.7806709973752
2024-01-05,817.6760968982614
2024-01-06,826.739861082002
2024-01-07,826.4330887149592
2024-01-08,818.9655519039571
2024-01-09,801.060455327025
2024-01-10,849.524822285605
2024-01-11,837.0805303219421
2024-01-12,836.9481570036282
2024-01-13,845.23372503445
2024-01-14,801.4014016426501
2024-01-15,810.5968598381837
2024-01-16,802.0189935593496
2024-01-17,832.9198741779494
2024-01-18,813.005027682319
2024-01-19,801.1151491577158
2024-01-20,831.5582474993203
2024-01-21,840.2148092093197
2024-01-22,812.8451302753966
2024-01-23,805.539091091188
2024-01-24,848.1103834598416
2024-01-25,847.3170447389891
2024-01-26,842.0283237301365
2024-01-27,825.1423018779697
2024-01-28,826.2655534680772
2024-01-29,808.9578447881846
2024-01-30,811.995670656532
2024-01-31,825.4584646023467
2024-02-01,837.9621879603474
2024-02-02,824.2567678255614
2024-02-03,802.4319024257579
2024-02-04,844.014711603836
2024-02-05,819.3952141955926
2024-02-06,838.5754566464772
2024-02-07,842.4732673710864
2024-02-08,847.8965409287122
2024-02-09,843.0915640729879
2024-02-10,802.6680639538858
2024-02-11,830.0455624529113
2024-02-12,831.0805546101858
2024-02-13,809.8822551092361
2024-02-14,812.9576760240939
2024-02-15,821.808201631675
2024-02-16,834.2543054803873
2024-02-17,846.61249909881
2024-02-18,843.4741834134234
2024-02-19,836.0816577333031
2024-02-20,829.9217059942835
2024-02-21,810.0857801278121
2024-02-22,830.4662784078439
2024-02-23,844.7209600250063
2024-02-24,817.9341248898417
2024-02-25,806.42272707309
2024-02-26,808.9328203275826
2024-02-27,804.2688831863314
2024-02-28,801.9123624208653
2024-02-29,842.6596643305343
2024-03-01,801.103751786114
2024-03-02,848.7932950828197
2024-03-03,806.2084825346849
2024-03-04,813.6379526362185
2024-03-05,827.1005228121373
2024-03-06,839.4846323408873
2024-03-07,812.1252957836704
2024-03-08,820.3818379347534
2024-03-09,847.680366744411
2024-03-10,844.7592636762467
2024-03-11,843.5134717506451
2024-03-12,822.7253815726956
2024-03-13,802.5499446729714
2024-03-14,806.5927895816814
2024-03-15,819.5249401667913
2024-03-16,840.3607387167531
2024-03-17,827.4442970127964
2024-03-18,844.0443828667204
2024-03-19,804.4276555084681
2024-03-20,839.9981894593873
2024-03-21,819.7703062851853
2024-03-22,806.549759379076
2024-03-23,833.4713176386537
2024-03-24,804.8445778917994
2024-03-25,816.045671708755
2024-03-26,839.56906317815
2024-03-27,841.1139581488608
2024-03-28,839.3574109043227
2024-03-29,830.3886385700642
2024-03-30,848.594529635476
2024-03-31,811.9244361514192
2024-04-01,803.3296401218283
2024-04-02,811.2655073992097
2024-04-03,810.6405553099848
2024-04-04,801.3328255784547
2024-04-05,825.9802118858734
2024-04-06,838.0785511455638
2024-04-07,800.6455642665705
2024-04-08,809.2697701254098
2024-04-09,818.3589012326966
2024-04-10,845.9203461931485
2024-04-11,821.695414727922
2024-04-12,827.0135717506995
2024-04-13,838.5515155116807
2024-04-14,842.0117401558539
2024-04-15,802.3048010451245
2024-04-16,811.3129299169614
2024-04-17,835.1546313302788
2024-04-18,842.318873068743
2024-04-19,801.8804991101969
2024-04-20,830.1127361407569
2024-04-21,847.0107768862998
2024-04-22,838.2079429404462
2024-04-23,822.0222257025705
2024-04-24,834.4931202904247
2024-04-25,841.4612875540932
2024-04-26,801.4241739394154
2024-04-27,803.205444198579
2024-04-28,849.9808634984887
2024-04-29,821.3138291743027
2024-04-30,848.0734700317728
2024-05-01,814.7100740098397
2024-05-02,820.8188590156317
2024-05-03,816.5911938947376
2024-05-04,805.1623767902428
2024-05-05,821.5256183428683
2024-05-06,825.7621738645157
2024-05-07,816.1733035871861
2024-05-08,823.7116093675735
2024-05-09,830.2645515508941
2024-05-10,823.2010116343178
2024-05-11,824.3077732116536
2024-05-12,832.407416882454
2024-05-13,845.7600091940226
2024-05-14,834.7630199905207
2024-05-15,809.3236712728371
2024-05-16,827.5715914801897
2024-05-17,841.5363086881806
2024-05-18,848.5364340185965
2024-05-19,841.5508749779066
2024-05-20,846.007578728907
2024-05-21,821.3174318783931
2024-05-22,827.0815253074119
2024-05-23,814.5890497269638
2024-05-24,837.0751838583102
2024-05-25,845.8629929934808
2024-05-26,803.8762399729231
2024-05-27,809.4915925162527
2024-05-28,844.8715214230866
2024-05-29,817.3355865623029
2024-05-30,823.5959513832419
2024-05-31,836.8464548338902
2024-06-01,834.0296090554853
2024-06-02,813.823635622625
2024-06-03,845.7258859789251
2024-06-04,832.4432654910273
2024-06-05,811.8743502293859
2024-06-06,842.3379420407713
2024-06-07,805.2985805695891
2024-06-08,842.8047112545455
2024-06-09,832.5049843567825
2024-06-10,818.0016039533795
2024-06-11,821.2151421772519
2024-06-12,847.1307796782689
2024-06-13,826.2720554364997
2024-06-14,832.3518893877949
2024-06-15,825.367111747195
2024-06-16,810.0514185262226
2024-06-17,837.3409619403023
2024-06-18,821.6926290126772
2024-06-19,842.1432709559687
2024-06-20,834.7878300494749
2024-06-21,828.8734563470108
2024-06-22,815.7433042843987
2024-06-23,814.4824133396608
2024-06-24,844.5145446127598
2024-06-25,826.7390344118747
2024-06-26,817.9024673690443
2024-06-27,808.1150281376274
2024-06-28,823.4588220088498
2024-06-29,835.2266144181646
2024-06-30,841.0332150461852
2024-07-01,820.1995559147152
2024-07-02,839.7567397561191
2024-07-03,827.0734981764897
2024-07-04,839.1195637960526
2024-07-05,846.810049363695
2024-07-06,827.9565527307138
2024-07-07,817.4452959607796
2024-07-08,817.1311260828286
2024-07-09,830.0297546848435
2024-07-10,840.9973088937155
2024-07-11,822.1563675909421
2024-07-12,824.6627877774384
2024-07-13,824.0009085081695
2024-07-14,815.900811391193
2024-07-15,831.1871180256268
2024-07-16,826.2637290882122
2024-07-17,825.4714111160267
2024-07-18,805.6344407000724
2024-07-19,820.4911289407901
2024-07-20,819.1025791721671
2024-07-21,812.1531191207894
2024-07-22,802.5813754432368
2024-07-23,823.5643107797359
2024-07-24,823.5721762747067
2024-07-25,833.5412451626881
2024-07-26,815.6278550869382
2024-07-27,845.0082065036204
2024-07-28,820.5826102846888
2024-07-29,816.2525207174098
2024-07-30,836.1741512179057
2024-07-31,846.9316201777344
2024-08-01,838.5154370625144
2024-08-02,810.2262287904036
2024-08-03,814.4763820587731
2024-08-04,823.1492352346281
2024-08-05,808.994934223024
2024-08-06,816.0785031079682
2024-08-07,803.9073857918971
2024-08-08,818.4130486824201
2024-08-09,807.1217871456041
2024-08-10,824.554405574422
2024-08-11,823.7034935042476
2024-08-12,845.7851300565927
2024-08-13,841.4668513325464
2024-08-14,812.1838634843209
2024-08-15,848.2506817945315
2024-08-16,812.9732941325303
2024-08-17,827.1725744768547
2024-08-18,825.4710200745593
2024-08-19,839.1177896088449
2024-08-20,828.3396500361982
2024-08-21,837.9946322599799
2024-08-22,811.9176116098616
2024-08-23,814.5031363079315
2024-08-24,841.1490576808429
2024-08-25,828.8806988162977
2024-08-26,829.3602478776919
2024-08-27,830.9414578360158
2024-08-28,837.3118417048985
2024-08-29,848.726801991357
2024-08-30,823.5296774120242
2024-08-31,840.5429518672229
2024-09-01,812.5689470119676
2024-09-02,843.3605134655833
2024-09-03,803.5952817865334
2024-09-04,844.8533769981063
2024-09-05,847.5872808541725
2024-09-06,806.4220329368429
2024-09-07,814.1680922111965
2024-09-08,823.5703345202842
2024-09-09,835.2670354358629
2024-09-10,812.245045806022
2024-09-11,845.3210075089189
2024-09-12,835.0363849001327
2024-09-13,836.8867187583074
2024-09-14,848.3279744236007
2024-09-15,825.3446461693833
2024-09-16,832.2570218207363
2024-09-17,846.5201935821718
2024-09-18,816.5814957172882
2024-09-19,836.2607811582172
2024-09-20,833.5755499404365
2024-09-21,832.62901373722
2024-09-22,835.506898969363
2024-09-23,806.8248389206702
2024-09-24,827.6071287378602
2024-09-25,835.0733457569636
2024-09-26,844.0350485904452
2024-09-27,834.7369742452385
2024-09-28,825.9323214678273
2024-09-29,800.5971837097218
2024-09-30,810.0424577775314
2024-10-01,815.7753551617106
2024-10-02,824.203697666237
2024-10-03,826.4204756603187
2024-10-04,808.9306228845136
2024-10-05,839.0294507886047
2024-10-06,813.5714656356641
2024-10-07,830.9338255813308
2024-10-08,832.7440051221729
2024-10-09,813.8728467472367
2024-10-10,811.4083219746555
2024-10-11,804.826282257134
2024-10-12,830.1074716979457
2024-10-13,843.293239615802
2024-10-14,809.9036783708212
2024-10-15,808.6982393396886
2024-10-16,800.9519661246761
2024-10-17,842.8720458436231
2024-10-18,816.430131434343
2024-10-19,800.2288526810779
2024-10-20,840.8778121230631
2024-10-21,815.7735663264324
2024-10-22,836.1346519068691
2024-10-23,813.2008873471331
2024-10-24,814.5001823244619
2024-10-25,833.3753747415866
2024-10-26,849.4533688906982
2024-10-27,845.5026044000101
2024-10-28,812.3501478566444
2024-10-29,826.7309854957086
2024-10-30,810.1004054172168
2024-10-31,806.4620447061369
2024-11-01,832.1194789515694
2024-11-02,848.7474318698698
2024-11-03,816.4461745432139
2024-11-04,804.0603523537043
2024-11-05,842.8237465957465
2024-11-06,833.3811692541042
2024-11-07,808.5617752034198
2024-11-08,830.1414835913556
2024-11-09,840.4280703433067
2024-11-10,832.7321331441021
2024-11-11,814.8043625602163
2024-11-12,813.9662010245713
2024-11-13,822.0829593487151
2024-11-14,811.2162505767839
2024-11-15,827.9198555086724
2024-11-16,828.6163604350935
2024-11-17,813.0225721060517
2024-11-18,836.656599817871
2024-11-19,844.2726026567303
2024-11-20,832.6919775873538
2024-11-21,823.8102004741819
2024-11-22,803.3636787314861
2024-11-23,836.9283964880833
2024-11-24,845.467208408099
2024-11-25,846.1426836090933
2024-11-26,846.5258999104842
2024-11-27,810.9591037225415
2024-11-28,816.2699315043683
2024-11-29,840.6463904267705
2024-11-30,826.2807514504449
2024-12-01,833.9527755554469
2024-12-02,823.6137791048125
2024-12-03,829.1437587849763
2024-12-04,809.9656740227153
2024-12-05,846.9532216531333
2024-12-06,847.4447215630865
2024-12-07,819.2668213324981
2024-12-08,832.2500085847518
2024-12-09,800.4520332935332
2024-12-10,830.9543516997193
2024-12-11,802.335450293357
2024-12-12,806.0232930060065
2024-12-13,836.9703484356577
2024-12-14,833.0411990252373
2024-12-15,806.3422985900113
2024-12-16,838.3776038809506
2024-12-17,818.4172948075669
2024-12-18,835.7302649643786
2024-12-19,846.8374755858218
2024-12-20,810.0462934199227
2024-12-21,842.7383362028012
2024-12-22,803.9567108650499
2024-12-23,803.6282119643747
2024-12-24,821.6712324316258
2024-12-25,813.5684569570149
2024-12-26,810.5369392714797
2024-12-27,822.9852026035585
2024-12-28,813.7954275446436
2024-12-29,806.5303022149071
2024-12-30,829.4855333870194
2024-12-31,846.1127820043779
2025-01-01,828.423624426748
2025-01-02,831.1648687053843
2025-01-03,803.7838358882453
2025-01-04,802.4953385505881
2025-01-05,822.6449891135427
2025-01-06,837.12920356785
2025-01-07,820.3765557158557
2025-01-08,819.5552094189788
2025-01-09,819.615787172406
2025-01-10,806.6143336901912
2025-01-11,819.450695913949
2025-01-12,829.957901356224
2025-01-13,804.3002847428946
2025-01-14,836.5827206738293
2025-01-15,809.060065504808
2025-01-16,815.0459667088292
2025-01-17,815.1946985112575
2025-01-18,849.1284267438889
2025-01-19,829.7413626574944
2025-01-20,836.1549139605205
2025-01-21,839.6852816641888
2025-01-22,805.8509373739819
2025-01-23,843.8729729766503
2025-01-24,817.8519223050492
2025-01-25,807.0275007747541
2025-01-26,814.5062480855705
2025-01-27,811.3107329863675
2025-01-28,820.5941522845326
2025-01-29,848.2927098059863
2025-01-30,811.4523356262405
2025-01-31,848.9015358776376
2025-02-01,830.6995831188374
2025-02-02,811.6203821383596
2025-02-03,842.9542329070063
2025-02-04,840.1401599744073
2025-02-05,823.5615883888701
2025-02-06,839.854785221079
2025-02-07,849.3357842015272
2025-02-08,834.7067785489519
2025-02-09,849.0663719301888
2025-02-10,841.7204831017478
2025-02-11,827.8731656769373
